,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
3548,"Charming little get-away in Seattle's best neighborhood. Lower level of a beautiful old church, private entrance, walk to everything. Completely furnished, just bring your toothbrush! Quiet location, but one family lives upstairs.",2012-02-10,within a few hours,100%,,f,2.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",500.0,125.0,$100.00,$72.00,1,$10.00,1,180,7,94.0,f,f,strict,1.14
3550,"Stylish, modern 1 Bedroom, freestanding studio on Capitol Hill (new construction).  Numerous restaurants, coffee shops, and shopping within walking distance.  Central location, easily assessable to all of Capitol Hill and Seattle.",2015-07-10,within a few hours,90%,100%,t,1.0,Stevens,Stevens,Capitol Hill,t,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,140.0,$100.00,$40.00,1,$0.00,2,1125,13,98.0,f,f,flexible,2.24
3551,"Walk to coffee shops and Seattle's best restaurants from this quiet, fully equipped, cozy 1-BR apartment with queen-size bed. Free street parking, quiet, tree lined street. Three bus stops within a few blocks will take you anywhere in Seattle.",2015-08-11,within an hour,100%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,120.0,$300.00,$60.00,2,$0.00,3,1125,7,100.0,f,f,strict,2.44
3552,Perfect little space for a weekend getaway. Quick walk to all of Capitol Hill-steps away from restaurants on 15th and about a half a mile from heart of Pike/Pine Corridor of Capitol Hill.  Second floor apt with private entrance in 6 unit complex,2015-09-22,within an hour,100%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,100.0,,$25.00,2,$0.00,2,1125,5,100.0,f,f,flexible,1.61
3553,"I would hate to mislead you, so let me try and undersell this place! Tiny, cold, miserable ;), basement studio Apartment,with granite counter tops, a private bath and entrance in an AMAZING NEIGHBORHOOD! It is a 6' tall  apt in a 100 year old house.",2015-08-30,within an hour,90%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Smoke Detector"",Essentials}",,45.0,$200.00,$52.00,1,$7.00,2,30,8,97.0,f,t,moderate,2.55
3554,"Bright and airy, three-story open loft in Capitol Hill. Blocks away from cafes, restaurants, grocery stores, and yoga studios, and an easy walk to the bustling Pike-Pine Corridor. Comfortable retreat with everything you need for your stay in Seattle!",2010-07-30,,,,f,1.0,Stevens,Stevens,Capitol Hill,t,Townhouse,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",,300.0,$250.00,$50.00,2,$10.00,1,1125,4,100.0,f,f,strict,0.59
3555,"This N. CAPITOL HILL apartment is luxurious with PRIVATE EXT. ENTRY, is on a QUIET single family street, walking distance to every need; restaurants, bars, coffee shop & grocery within one block & great bus service.",2011-10-27,within an hour,100%,100%,t,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,150.0,$100.00,$50.00,1,$0.00,2,29,40,98.0,f,f,strict,2.26
3556,"Charming studio in the basement of my 1910 Craftsman home is cozy and homelike. It comfortably fits two. Located in a quiet neighborhood, you're just blocks away from great restaurants, coffee shops, bars, and even downtown.",2011-08-09,within an hour,100%,100%,t,1.0,Stevens,Stevens,Capitol Hill,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,99.0,$200.00,,2,$50.00,2,31,67,97.0,f,f,moderate,1.3
3557,"Spacious 2bed/1bath 850 sqft en-suite apartment with private entrance in a 1908 Victorian. Great space for work trips, visiting nearby family or first time visits.  Central in the city with two bus lines and city parks.  Full kitchen & laundry.",2014-03-29,within an hour,100%,100%,t,3.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,139.0,,$80.00,2,$0.00,2,1125,31,99.0,f,t,flexible,4.13
3558,"Located in the hippest neighborhood of Seattle, this apartment has classic Northwest style!  Designed with a mix of mid-century, contemporary, and vintage furniture, hardwood floors, lots of windows and 10' cove ceilings.  The perfect Seattle experience!",2013-08-19,within an hour,100%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Hair Dryer"",Iron}",,100.0,,$20.00,2,$30.00,2,1125,57,94.0,f,f,strict,1.99
3559,"This beautiful new apartment is only stones throw from the heart of Capitol Hill, yet is peaceful and quiet at night. With one queen sized bed and a queen sized pull out couch in the spacious lounge, you could accommodate two couples here in comfort.",2014-07-07,within an hour,100%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,180.0,,$75.00,1,$0.00,2,11,9,91.0,f,f,moderate,0.55
3560,Our space is a mix of a hostel and a home. We are a group of long-term residents & subletors who welcome short term guests. This is the house to meet folks whether you are moving to town or traveling through. The house offers quiet and social spaces.,2013-07-08,within an hour,100%,100%,f,18.0,Stevens,Stevens,Capitol Hill,t,House,Shared room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,30.0,,,1,$0.00,2,1125,18,91.0,f,f,strict,1.11
3562,"An adorable craftsman located on a quiet street, and only blocks away from downtown Seattle. Big Blue has 2 large bedrooms, 1.5 bath, and an amazing back porch. Located on the #12 bus line (straight to Pike Place), and an $8-10 cab ride downtown.",2014-12-29,,,,f,1.0,Stevens,Stevens,Capitol Hill,t,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,300.0,,$100.00,1,$0.00,3,14,3,100.0,f,f,strict,0.67
3564,"This beautiful cottage style apartment has its own entrance and a magical garden to go with. It's located in East Capitol Hill just two blocks from groceries and nice restaurants, but is in the quiet part of town far from the hustle and bustle.",2012-06-05,within a day,50%,,f,1.0,,Stevens,Capitol Hill,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,70.0,,$25.00,1,$0.00,2,1125,9,94.0,f,f,moderate,1.68
3565,"This is a small,  cozy studio  in the trendy Capital Hill area of Seattle. It is in an older single story brick building.  There is a small kitchen with basic cooking supplies.",2015-02-04,within an hour,100%,100%,f,2.0,,Stevens,Capitol Hill,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,104.0,,,1,$0.00,1,1125,15,80.0,f,f,strict,2.78
3566,Large room with street view on quiet street in Capitol Hill.  Good public transportation to everywhere.  Access to large private garden. and kitchen.,2014-11-15,within a few hours,88%,100%,f,3.0,Stevens,Stevens,Capitol Hill,t,House,Private room,1,3.0,1.0,1.0,Real Bed,{},,80.0,,$25.00,1,$25.00,1,1125,9,98.0,f,f,flexible,1.38
3568,Brand new everything! TOTAL renovation in November 2015: *Flooring *Counters *Cabinets *Paint *Decor *Appliances *Furniture Sleeps up to 4 (king bedroom plus queen sleeper sofa) In-unit washer/dryer and garage parking are nice bonuses,2011-06-28,within an hour,96%,100%,t,10.0,Minor,Stevens,Capitol Hill,t,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,150.0,$500.00,$80.00,2,$25.00,2,1125,9,93.0,f,f,strict,1.67
3569,"Remodeled 4plex in ideal Capitol Hill location! Walkscore of 90. Spacious 1 bed apartment. New hardwoods, private patio, huge kitchen, tile bathroom, quality furnishings, brand-new Queen bed, & additional Queen hide-a-bed. 50"" smart TV, Private W/D.",2015-09-16,within an hour,90%,100%,f,2.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",,125.0,,$50.00,2,$25.00,2,365,7,94.0,f,t,moderate,3.09
3570,Along beautiful Volunteer Park in upper Capitol Hill's most desirable zip code! Ideal for those looking for a serene urban base from which to explore this famous neighborhood and city! Walkable nightlife! Tastefully decorated! Queen size bed!   ,2014-12-07,within a day,90%,100%,f,2.0,Capitol Hill,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,200.0,,,1,$0.00,2,1125,5,84.0,f,f,moderate,0.46
3572,"Modern interior on bright corner lot, city park across the street. 10 minutes to downtown Seattle (car or bus)! 2 blocks away from Madison Valley restaurants, convenient store, bus stop, Arboretum Park and Japanese Garden.",2013-10-19,within a day,90%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",,115.0,$300.00,$90.00,2,$20.00,14,180,9,100.0,f,f,moderate,0.82
3573,"Cozy studio apartment on Capitol Hill.  GREAT location  Walk score 95!! Close walks to 15th Ave and Broadway  Minutes from bars, nightlife, restaurants, cafes, shopping and more!",2012-08-13,within an hour,100%,100%,f,2.0,,Stevens,Capitol Hill,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,85.0,,,1,$0.00,2,1125,58,94.0,f,t,moderate,3.99
3574,"The building is located in the most vibrant, artsy and culinary part of seattle. This comfortable and spacious apartment is within a ten minute walk of great resturants, bars and the Asian art Museum.  The place is also on three bus lines. Enjoy",2013-07-24,within a few hours,71%,100%,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",750.0,120.0,,$10.00,2,$10.00,1,1125,142,93.0,f,f,strict,4.85
3575,"This home is centrally located but away from the noises of Capitol Hill's thriving night life.The house is two stories with the two bedrooms and full bath located on the upper level. The main floor has a large living room, dinning room and kitchen. ",2014-10-29,,,,f,1.0,Montlake,Stevens,Capitol Hill,t,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,400.0,$300.00,$75.00,1,$0.00,1,1125,1,100.0,f,f,strict,0.09
3576,"Awesome views of the Cascades and Mt. Ranier from deck.  Large, quiet Capitol Hill Room available with access to kitchen, living room and large, beautiful, private yard and room.",2014-11-15,within a few hours,88%,100%,f,3.0,Stevens,Stevens,Capitol Hill,t,House,Private room,1,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,95.0,,$25.00,1,$20.00,1,1125,3,100.0,f,f,flexible,0.32
3577,"Beautiful and historic updated Seattle home in very nice and quiet Capitol Hill neighborhood close to everything.  Wonderfully appointed for a big group with 6 bedrooms, 3 1/2 baths.  It was the home of a former Seattle mayor!",2015-03-03,,,,f,1.0,,Stevens,Capitol Hill,f,House,Entire home/apt,14,3.5,6.0,9.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,545.0,"$2,000.00",$150.00,8,$50.00,5,1125,1,100.0,f,f,strict,0.16
3578,"125 year old classic house, funky and huge, on top of Capitol Hill. It's a sunny and warm home in a gorgeous green neighborhood.  2 br, 2 ba, 10+ ft ceilings, gleaming fir wood floors, walk to everything!  Quiet street with plenty of free parking. ",2013-11-03,within a day,100%,,f,1.0,Stevens,Stevens,Capitol Hill,t,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,250.0,$250.00,$80.00,1,$0.00,2,5,20,96.0,f,f,strict,0.78
3579,"Beautiful hardwood floors, a comfy queen sized bed, cream colored walls, and an art studio in this one bedroom, a block off 19th in Capitol Hill.  You can enjoy coffee on 19th at Fuel Coffee, walk to Pine St. to go to the bars, or Car2Go to Amazon.",2013-12-16,,,,f,1.0,Stevens,Stevens,Capitol Hill,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,150.0,,$50.00,1,$0.00,1,1125,2,100.0,f,f,flexible,0.4
3580,"Enjoy a comfy pull-out bed in the Capitol Hill neighborhood just blocks away from Seattle's trendiest restaurants, bars, and nightlife.  -5 minute walk from the heart of Capitol Hill -15 – 20 minute walk / 5 minute drive from Downtown Seattle",2015-03-06,within an hour,100%,100%,f,1.0,Minor,Stevens,Capitol Hill,t,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron}",,22.0,,,1,$5.00,1,1125,1,100.0,f,f,flexible,1.0
3581,"Big, beautiful, comfy studio apartment in a sweet 1902 Craftsman house, w/ loads of amenities. This is flat out the coolest place in one of the coolest neighborhoods in Seattle. No cleaning fee or deposit, sweet. This is what awesome looks like!",2013-10-02,within an hour,100%,100%,t,1.0,Capitol Hill,Stevens,Capitol Hill,t,House,Entire home/apt,4,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",800.0,120.0,,,2,$20.00,2,30,182,100.0,f,t,strict,7.15
